,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
36,0.906,0.604,11,-8.332,0,0.0746,0.329,0.0,0.255,0.899,99.996,audio_features,2LUdpPCiiza6UQugipjMeS,spotify:track:2LUdpPCiiza6UQugipjMeS,https://api.spotify.com/v1/tracks/2LUdpPCiiza6UQugipjMeS,https://api.spotify.com/v1/audio-analysis/2LUdpPCiiza6UQugipjMeS,144013,4
37,0.714,0.609,3,-7.683,0,0.17,0.194,0.0,0.126,0.778,140.206,audio_features,1RSzyxqtIO4yX3EyiV4zT5,spotify:track:1RSzyxqtIO4yX3EyiV4zT5,https://api.spotify.com/v1/tracks/1RSzyxqtIO4yX3EyiV4zT5,https://api.spotify.com/v1/audio-analysis/1RSzyxqtIO4yX3EyiV4zT5,123480,4
38,0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565,audio_features,435yU2MvEGfDdmbH0noWZ0,spotify:track:435yU2MvEGfDdmbH0noWZ0,https://api.spotify.com/v1/tracks/435yU2MvEGfDdmbH0noWZ0,https://api.spotify.com/v1/audio-analysis/435yU2MvEGfDdmbH0noWZ0,126312,1
39,0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,audio_features,0MF5QHFzTUM2dYm6J7Vngt,spotify:track:0MF5QHFzTUM2dYm6J7Vngt,https://api.spotify.com/v1/tracks/0MF5QHFzTUM2dYm6J7Vngt,https://api.spotify.com/v1/audio-analysis/0MF5QHFzTUM2dYm6J7Vngt,216880,3
40,0.897,0.513,10,-6.973,0,0.309,0.571,0.0,0.101,0.692,139.935,audio_features,2Ka3rGaf1fyXRxk5DxJlgj,spotify:track:2Ka3rGaf1fyXRxk5DxJlgj,https://api.spotify.com/v1/tracks/2Ka3rGaf1fyXRxk5DxJlgj,https://api.spotify.com/v1/audio-analysis/2Ka3rGaf1fyXRxk5DxJlgj,137744,4
41,0.366,0.439,4,-5.238,1,0.0298,0.0781,1.92e-05,0.108,0.11,115.94,audio_features,3sa1wUB8FAkoH95MGPGBWI,spotify:track:3sa1wUB8FAkoH95MGPGBWI,https://api.spotify.com/v1/tracks/3sa1wUB8FAkoH95MGPGBWI,https://api.spotify.com/v1/audio-analysis/3sa1wUB8FAkoH95MGPGBWI,214088,3
42,0.688,0.716,7,-5.702,1,0.0385,0.0969,0.0,0.0989,0.373,116.912,audio_features,3aA6xB0tOilDDX17fIJ0Bl,spotify:track:3aA6xB0tOilDDX17fIJ0Bl,https://api.spotify.com/v1/tracks/3aA6xB0tOilDDX17fIJ0Bl,https://api.spotify.com/v1/audio-analysis/3aA6xB0tOilDDX17fIJ0Bl,284480,3
43,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,audio_features,74tLlkN3rgVzRqQJgPfink,spotify:track:74tLlkN3rgVzRqQJgPfink,https://api.spotify.com/v1/tracks/74tLlkN3rgVzRqQJgPfink,https://api.spotify.com/v1/audio-analysis/74tLlkN3rgVzRqQJgPfink,386907,4
44,0.645,0.69,1,-5.946,1,0.0651,0.175,0.0,0.0911,0.383,93.956,audio_features,45XwnaoYoZnTftpb7zeZtd,spotify:track:45XwnaoYoZnTftpb7zeZtd,https://api.spotify.com/v1/tracks/45XwnaoYoZnTftpb7zeZtd,https://api.spotify.com/v1/audio-analysis/45XwnaoYoZnTftpb7zeZtd,234880,4
45,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,audio_features,2GiJYvgVaD2HtM8GqD9EgQ,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/audio-analysis/2GiJYvgVaD2HtM8GqD9EgQ,218107,4
46,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,audio_features,0PvFJmanyNQMseIFrU708S,spotify:track:0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,190476,4
47,0.866,0.563,11,-6.964,0,0.108,0.185,0.0,0.0889,0.307,127.954,audio_features,6Juv5N0dNU1imms9c9u1dA,spotify:track:6Juv5N0dNU1imms9c9u1dA,https://api.spotify.com/v1/tracks/6Juv5N0dNU1imms9c9u1dA,https://api.spotify.com/v1/audio-analysis/6Juv5N0dNU1imms9c9u1dA,161668,4
48,0.774,0.376,5,-9.372,1,0.208,0.297,0.0,0.165,0.391,122.089,audio_features,4lsHZ92XCFOQfzJFBTluk8,spotify:track:4lsHZ92XCFOQfzJFBTluk8,https://api.spotify.com/v1/tracks/4lsHZ92XCFOQfzJFBTluk8,https://api.spotify.com/v1/audio-analysis/4lsHZ92XCFOQfzJFBTluk8,201587,4
49,0.74,0.415,0,-8.914,1,0.0707,0.242,0.000156,0.319,0.156,136.029,audio_features,7JDWhC422Gtk1Bq0mL3OTC,spotify:track:7JDWhC422Gtk1Bq0mL3OTC,https://api.spotify.com/v1/tracks/7JDWhC422Gtk1Bq0mL3OTC,https://api.spotify.com/v1/audio-analysis/7JDWhC422Gtk1Bq0mL3OTC,180161,4
50,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
51,0.624,0.614,2,-4.165,1,0.0448,0.00391,0.0278,0.187,0.139,168.87,audio_features,6A25J9As7towpxovYryAWr,spotify:track:6A25J9As7towpxovYryAWr,https://api.spotify.com/v1/tracks/6A25J9As7towpxovYryAWr,https://api.spotify.com/v1/audio-analysis/6A25J9As7towpxovYryAWr,147638,4
52,0.619,0.45,7,-11.965,0,0.515,0.433,0.0,0.513,0.41,179.755,audio_features,5jkbw3FDS3bSSb4oLKYbjf,spotify:track:5jkbw3FDS3bSSb4oLKYbjf,https://api.spotify.com/v1/tracks/5jkbw3FDS3bSSb4oLKYbjf,https://api.spotify.com/v1/audio-analysis/5jkbw3FDS3bSSb4oLKYbjf,194000,4
53,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,audio_features,4xqrdfXkTW4T0RauPLv3WA,spotify:track:4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/tracks/4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/audio-analysis/4xqrdfXkTW4T0RauPLv3WA,198040,3
54,0.524,0.709,7,-5.874,1,0.0632,0.224,0.193,0.0849,0.584,108.68,audio_features,7ui9Qq4JcPGcd3xWOeXhHp,spotify:track:7ui9Qq4JcPGcd3xWOeXhHp,https://api.spotify.com/v1/tracks/7ui9Qq4JcPGcd3xWOeXhHp,https://api.spotify.com/v1/audio-analysis/7ui9Qq4JcPGcd3xWOeXhHp,176467,3
55,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,audio_features,6N22FZs2ZhPBYi3b9XPajV,spotify:track:6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/tracks/6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/audio-analysis/6N22FZs2ZhPBYi3b9XPajV,153294,1
56,0.896,0.78,1,-3.547,1,0.202,0.0828,0.0,0.0857,0.85,106.032,audio_features,1GcXzijYzyfMq6wryZjYW5,spotify:track:1GcXzijYzyfMq6wryZjYW5,https://api.spotify.com/v1/tracks/1GcXzijYzyfMq6wryZjYW5,https://api.spotify.com/v1/audio-analysis/1GcXzijYzyfMq6wryZjYW5,163019,4
57,0.414,0.807,10,-4.12,0,0.348,0.0428,0.0,0.822,0.409,175.158,audio_features,7Ezwtgfw7khBrpvaNPtMoT,spotify:track:7Ezwtgfw7khBrpvaNPtMoT,https://api.spotify.com/v1/tracks/7Ezwtgfw7khBrpvaNPtMoT,https://api.spotify.com/v1/audio-analysis/7Ezwtgfw7khBrpvaNPtMoT,191901,4
58,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,audio_features,5rZlwNFl01HqLWBQGryKSm,spotify:track:5rZlwNFl01HqLWBQGryKSm,https://api.spotify.com/v1/tracks/5rZlwNFl01HqLWBQGryKSm,https://api.spotify.com/v1/audio-analysis/5rZlwNFl01HqLWBQGryKSm,213333,4
59,0.644,0.883,1,-6.985,1,0.473,0.0119,0.0,0.377,0.522,164.158,audio_features,4SPBwOTXgku4QvmRtMEGfW,spotify:track:4SPBwOTXgku4QvmRtMEGfW,https://api.spotify.com/v1/tracks/4SPBwOTXgku4QvmRtMEGfW,https://api.spotify.com/v1/audio-analysis/4SPBwOTXgku4QvmRtMEGfW,97317,4
60,0.668,0.802,11,-7.317,0,0.0816,0.0581,0.0125,0.362,0.293,112.039,audio_features,6bJnv3XAkUBlNQ9CKiICKl,spotify:track:6bJnv3XAkUBlNQ9CKiICKl,https://api.spotify.com/v1/tracks/6bJnv3XAkUBlNQ9CKiICKl,https://api.spotify.com/v1/audio-analysis/6bJnv3XAkUBlNQ9CKiICKl,181071,4
61,0.968,0.451,2,-14.386,1,0.538,0.0847,1.98e-05,0.092,0.788,126.069,audio_features,018pMkBnWM0DBeH1ChL06R,spotify:track:018pMkBnWM0DBeH1ChL06R,https://api.spotify.com/v1/tracks/018pMkBnWM0DBeH1ChL06R,https://api.spotify.com/v1/audio-analysis/018pMkBnWM0DBeH1ChL06R,110132,4
62,0.91,0.617,0,-10.234,1,0.0847,0.258,0.0,0.122,0.572,104.972,audio_features,2gSbNY2qXZ5mPVixrMaFrY,spotify:track:2gSbNY2qXZ5mPVixrMaFrY,https://api.spotify.com/v1/tracks/2gSbNY2qXZ5mPVixrMaFrY,https://api.spotify.com/v1/audio-analysis/2gSbNY2qXZ5mPVixrMaFrY,166857,4
